idx|Premise|Hypothesis|label
113037e|VBA incorporated these measures in the performance appraisals for senior executives in its regional offices where the majority of senior executives are located.|The majority of senior executives are in its regional offices. |0
106022e|The drive east from Port Antonio offers some of the prettiest views in Jamaica.|Port Antonio is located in Jamaica, a tiny island east of Central America.|0
134206e|Another cut and the third man's intestines splashed to the ground.|The third man received a wound in the abdomen. |0
58263e|If the creative geniuses are long dead, master craftsmen continue the tradition of superb reproductions at negotiable prices.|Today's finest craftsmen copy the work of the historic artistic geniuses.|0
19546e|Within the cloister, in the north gallery, is a striking fresco of the Triumph of Death (1360) showing how a humble person and an aristocrat face the same destiny.|There is an iconic painting portraying death.|0
81623e|One of the exhibits is older the fragments of a monument to Jupiter (first century a.d.) discovered near Notre-Dame.|Fragments of a monument to Jupiter were discovered near the Notre-Dame.|0
112653e|put dents in the tiles just multitude of them i mean even places it's it's past the dent stage we're talking some of it's been peeled away you know i don't know what they|Some of the tiles have dents and the finish is peeling.|0
18195e|You get us a working Franklin in two weeks, and we'll pretend everything is happening exactly as it should.|There was a deadline imposed to get Franklin working in two weeks, otherwise there would be an issue.|0
49161e|This growing number of titles leaves publishing houses with less time and attention to edit and market books.|Publishing houses can give less attention to editing books.|0
30112e|Bush plays up his born-again faith to the religious right.|Bush caters to the religious right with his faith.|0
120804e| The sun had struck near the horizon, throwing up huge masses of material.|The sun had landed close to the horizon.|0
13511e|Then I remembered that enigmatical conversation between Poirot and Evelyn Howard. |A previous conversation between Poirot and Evelyn Howard came to my mind.|0
42640e|Yes, sir, it was put in her room every evening, and she warmed it up in the night, whenever she fancied it.|Something was put in her room every evening and she warmed it up in the night, whenever she felt like it. |0
50824e|I never quite figured out, for example, what the particular crisis was that left Hick worried that Eleanor would ditch FDR on the eve of re-election--although it's another tidbit to add to our Clinton-Roosevelt Parallels file.|Hick thought Eleanor would divorce FDR.|0
73151e|The Palais des Tuileries was destroyed by fire during a workers uprising in 1871.|It was destroyed by fire in 1781.|0
24054e|yeah we are a little lucky well my brother lives ten miles from here and he gets frost and his crop gets killed|My brother has gotten frost before, and his crops died.|0
112684e|At the same time, city-states began to grow in influence on the southern Greek mainland.|The southern Greek mainland began to fall under the sway of city-states.|0
67375e|it's almost a luxury|It is high-class.|0
115486e|But he didn't like the Portuguese and Spanish Catholic missionaries, who he felt were undermining traditional Japanese values.|Loss of traditional Japanese values were a reason he had a poor opinion of Catholic missionaries.|0
109384e|well it was with Russian were they fought us with Russian weapons and they've they found out the hard way how bad badly put together the Russian weapons are|They had fought us using Russian weapons, and they were ineffective. |0
97280e|The two sticks hung loose in his hands.|He held on to the sticks.|0
51403e|The key point is that earnings cannot be simultaneously paid out in dividends and invested in future profits.|It is not allowed for the funds to be used for both today and for subsequent dates.|0
19915e|FinanceNet serves as a vehicle and catalyst for continual improvement and innovation, at all levels of government, by impacting financial management resources, practices, policies, and professional standards through the electronic sharing of best practices and dissemination of electronic information.|FinanceNet affects the financial management resources in government.|0
39782e|I will not describe to you the special apparatus, dusting powder, etc., which I used. |I won't explain the amazing methods I used!|0
140561e|The second section addresses the same topics in connection with Negotiated Service Agreements (NSAs), so-called niche classifications, which are special service and rate arrangements negotiated between the Postal Service and a particular mailer or groups of mailers with features tailored to their use of the postal system.|The same topics can be found in the second section.|0
107230e|Currently, power plants are required to reduce emissions of nitrogen oxides (NOX) and sulfur dioxide (SO2).|Reducing emissions of sulfur dioxide is required of power plants.|0
39335e|I'm afraid not, sir.|I don't think so.|0
48139e|The favourite dish of many visitors is the Andalusian liquid salad, gazpacho.|Gazpacho is a popular dish among visitors.|0
129833e|In the 1980s, it was 1,281 m (4,203 ft) high, having added 79 m (259 ft) with the big eruption of 1944 and subsequent smaller ones.|The eruptions since 1944 made it grow by 79 meters.|0
45539e|Bailey received the award for his three years of volunteer work at Indiana Pro Bono Commission.|Bailey contributed three years of volunteer work to the Indiana Pro Bono Commission.|0
139755e|Here is what some prominent national reporters wrote on   |Some prominent national reporters wrote about a topic.|0
375e|(Emphasis added.)|The emphasis was added by the editor.|0
38565e|well they were showing a segment on a man in Philadelphia that's going after the drug dealers he's just a civilian he's a black man and he just got fed up with it|A man is going after drug deals because he is fed up.|0
124597e|i guess uh uh there's a song by that name i guess but it's not new|There's a song with that title, but it's not new.|0
29017e|Noyers is a fortified medieval village with 16 towers in its ramparts.|Noyers has more than 10 towers in its ramparts.|0
115446e|BAUERSTEIN I HAD had no opportunity as yet of passing on Poirot's message to Lawrence. |The opportunity hadn't yet arisen to hand Poirot's message to Lawrence.|0
25465e|It's your turn, now.|it is now your turn.|0
90707e|The generation expenditures vary in each of the scenarios change for at least three  (1) the size of the allowance bank made possible by early reductions driven, in part, by program spending prior to the introduction of the caps; (2) the varying levels of demand for electricity over time, resulting in changes in the overall mix of generation resources; and, (3) the gradual reduction in the banked allowances available for withdrawal necessitating additional actions to reduce emissions.|Electricity demand changes over time.|0
6125e|well it seems like i don't have time for them but i'm i don't work full-time or anything|I do not have the time for them even though I am not employed full-time.|0
116210e|We don't know.|We can't be sure.|0
37269e|The King's Antechamber was where he entertained his more favored guests.|The king entertained the guests he enjoyed more in the antechamber. |0
57152e|The Clintonites had a worthier foe in mind.|The group was thinking of someone else.|0
63495e|Even for the most intrepid and socially conscious of graduates, starting a practice requires a giant leap of faith, and more than a little guesswork.|Starting a practice is scary.|0
27888e|However, sometimes it seems that the city produced artists of this stature by accident, even against its will.|Artists and other creative types of people are produced by the city.|0
19253e|Many of the city's churches, palaces, and museums still show signs of ongoing reconstruction and restoration after the devastating earthquake of 1980.|The city's churches, palaces, and museums seem to never have fully recovered from the devastating earthquake of 1980.|0
29672e|But ropes are a major cause of death and injury in  Fighters hyperextend their necks when they are punched against the ropes, because nothing stops their heads from snapping back.|Fighters show a major cause of injury is whiplash from being punched against the ropes. |0
141118e|All Saints' Day (La Toussaint) 1 November, when, after dark, in an original and beautiful Antilles tradition, all graves in cemeteries are illuminated with candles.|When night falls on the first of November, candles are placed to illuminate all graves.|0
69892e|Here Pollock's camouflage palette, as Varnedoe notes, gives way to carnival.|Carnival emerges from the typical camouflage palette of Pollock.|0
16003e|Driven back to Sardis, he witnessed the sacking of his city by the army of Cyrus the Great, in 546 b.c.|His city was sacked by the army of Cyrus the Great in 546 b.c.|0
36467e|Well, ,  I considered. |I thought about it.|0
103159e|Bombardier suggested that in addition to evaluation, this research should develop ways to mitigate legal, privacy, and confidentiality problems associated with screening and treatment.|Bombardier wants to protect the legal and private rights of those who receive screening and treatment.|0
119664e|Critics disagree, however, on Darger himself--was he a psychopath or an undiscovered genius?|Was Darger a maniac or a diamond in the rough?|0
4465e|Miss Howard, in particular, took no pains to conceal her feelings. |Miss Howard is unashamed to hide her feelings.|0
11772e|It's easy to sort out--as you've probably noticed, when restoring the paint on all the old pieces, I color-matched them to the bedspreads and rugs.|The bedspreads and rugs are color-matched.|0
14655e|But Rubin's cautiousness has got the better of him.|Rubin had been too cautious.|0
64490e|Pest control will be dealt with in a future episode.|Pest control will be the topic of a forthcoming episode.|0
113462e|--Monica lacked the maturity to balk at the magazine's tasteless choice of props.|Monica didn't find the magazine's props tasteless.|0
111332e|Nossa Senhora da Piedade (Our Lady of Piety) was originally founded just after the island's discovery during the early- to middle-15th century.|Right after the island was discovered, Nossa Senhora da Piedade was founded.|0
119558e|The impression of the visitor today will be that very little has changed.|Visitors will think that nothing has changed.|0
139386e|There was silence for a moment.|There was a short period of time where no one spoke.|0
13158e|right there was a lot of uh controversy about that too i'm not a i'm not a smoker myself|There was plenty of controversy regarding that and I don't smoke.|0
82458e|Only a relative handful of good job holders (which is to say only a few hundred thousand a year) experience serious reverses.|Only few good job holders experience serious reverses.|0
66844e|His mind threatened to blank out with each step, but he forced himself on.|He forced himself to continue walking even tho he wanted to pass out.|0
80701e|they're going to have a lot more support over there|Over there they'll have a lot more support|0
22134e|One of Neuharth's first articulations of his metaphysics came in October 1983, in a speech to the Overseas Press Club in New York.|Neuharth gave a speech to the Overseas Press Club in October of 1983.|0
135292e|yeah yeah they have a state income tax in Maryland but i noticed when i was in the in the in Texas they didn't have a state income tax but they sure nailed you on those darn county taxes and school taxes and property taxes|There is state income tax in Maryland.|0
25245e|The ticket kiosks are right next to the wooden berths.|The wooden berths are positioned close to the ticket kiosks. |0
125964e|Despite strong opposition from organizations dedicated to the protection of developmental sanctity of unborn children, from groups devoted to the protection of family traditions, and from task forces committed to the preservation of racial purity, the new method (license purchased by the pharmaceutical giant Robots Healthcare) began to gain tremendous popularity, especially since it was introduced onto the market in conjunction with an attractive credit plan, offered by HSBBC.|HSBBC offered a great credit plan that was introduced in the market in conjunction with the new method.|0
68565e|Little remains of Caen's historic center, but its good hotels and excellent seafood restaurants make it, with Bayeux, a useful starting-point for visits to the Normandy invasion beaches.|Delicious seafood can be found in Caen's historic center.|0
67033e|Now the practice has its own  a triple--a woman and her two men--whose child was taken away because of their unusual living arrangement.|A child was taken away due to unusual living circumstances.|0
126131e|I had two gripes.|There are two issues the speaker has.|0
124223e|In his August 2, 2001, letter to both Houses of Congress, the Vice President raised a number of objections to providing the information we requested.|The VP wrote the letter to Congress.|0
3393e|yeah somebody somebody let the brains run out on the floor though|The brains were let to run out on the floor.|0
137843e|Perhaps the hatching cannot be stopped--but I've decided that I am a man and must fight like one against the fates.|I don't think the hatching can be stopped.|0
137250e|The Miho is not to be missed by anyone interested in Asian art and design, both ancient and modern.|If you're interested in ancient Asian art, then you'll want to catch the Miho.|0
60867e|it wasn't as if a a new government was established when they were already here|A new government wasn't made while he was there. |0
136257e|Now we have become an atomized society of individuals who get their news--if they get it at all--from TV.|Our society's individuals have access to TV news.|0
94964e|yeah i've noticed locally a major problem is Kodak um it's interesting because in order to uh keep with the EPA standards which which tend to be visible uh what's coming out of your  smokestack they do all their emissions at night uh so people get up|In the area there are issues with Kodak with meeting EPA standards.|0
100356e|The old wooden building is simply magnificent, although its hot bath is one of the most basic you're likely to encounter.|The building is amazing but contains an ordinary hot bath.|0
5508e|oh sure i mean mean you you can you can have the best school system in the world if you don't get anything anything at home then it's it's not going to help either|You can have a great school system, but it has to be practical.|0
135191e|He apparently often tells the joke that he had better make his money at AOL, because after he leaves, no one will ever hire him because he has been so obnoxious for so long.|He tells a joke about how much money he could make  at AOL.|0
73009e|Cumberland sausage is the local specialty.|Cumberland sausage is special to the area.|0
49125e|Unless you actually stand beside the canal you can't see the water and they look as though they are simply floating along on the sand.|The river is hidden by the dunes so from afar it looks like the boats are on the sand.|0
95790e|One statistic floating around is that workers spend about 90 minutes a day on nonwork-related computer games and Web surfing, with an estimated productivity cost of $50 billion.|$50 billion is lost from workers spending 90 minutes a day playing games.|0
11013e|yeah they uh yeah they had to choose between the better of the two two bad situations and|The had to choose the better bad choice.|0
39139e|The truth of the matter was that it was Lawrence who had murdered Alfred Inglethorp with a croquet 114 mallet. |Alfred Inglethorp was murdrered by Lawrence with a croquet mallet.|0
66433e|Liam Neeson brings Oscar Wilde chic to Broadway in a new play by British playwright David Hare, but critics are unimpressed.|Critics were not impressed by Liam Neeson in the new Broadway play by David hare.|0
22600e|The windows to the rear of its faded Art Deco ground floor were designed by the stained-glass artist Harry Clarke.|The ground floor's windows were designed by Harry Clarke.|0
118052e|Maui fell first, followed by Oahu, Lanai, and Molokai.|Maui was the first to fall.|0
128511e|This set the pattern of hierarchic rule that was to prevail right up to the last half of the 19th century (some would claim, in economic terms at least, that it still persists today).|A system of hierarchical rule was in place until the late 19th century.|0
80901e|Eight techniques are used-sometimes all of them in the same study-to collect information (Neustadt and Fineberg, 1978; Yin, 1989).|Sometimes, all eight techniques are used in the same study.|0
141031e|True, technology empowers millions of potential copyright violators.|Technology enables copyright violators to do what they do.|0
55634e|The installation and operation of SCR systems is not expected to be constrained by the future availability of ammonia or urea.|The future availability of ammonia isn't expected to affect the installation and operation of SCR systems.|0
144833e|Still, Japan remains one of the safest countries in the world to live or visit.|Japan is an extremely safe place to live in or visit.|0
72712e|It draws sidelong glances and playground taunts, and it may give the adopted child an identity crisis.|It may give the adopted child an identity crisis, as it draws sidelong glances and playground taunts.|0
133510e|GSA officials told us that they do not collect such data.|GSA officials said that they do not gather such data.|0
29017e|Noyers is a fortified medieval village with 16 towers in its ramparts.|There are 16 towers in the ramparts surrounding Noyers.|0
121225e|Its bell tolled the signal in 1572 for Catholics to start the St Bartholomew Day massacre of Protestants (see page 16).|The St Bartholomew Day massacre occurred in the year 1572.|0
70253e|The hike to the summit of Blue Mountain itself is not for the inexperienced and will take a full day; if you want to see the sunrise, start out at 2am to reach the summit in time to greet another Jamaica day (see page 92).|You should avoid the summit of Blue Mountain if you are a beginner in hiking.|0
9135e|they break it out it's just it's just ridiculous|It's laughable when they break it out.|0
111819e|Meta-analysis of randomized control trials addressing brief interventions in heavy alcohol drinkers.|Brief interventions done with heavy drinkers of alcohol were being analyzed.|0
74436e|Revamping the Musee du Louvre since the 1980s has made this formidable palace of art far more accessible, in all senses.|This formidable palace of art has become far more accesible, in all senses, since the revamping of Musee du Louvre since the 1980s.|0
80255e|But the notion of, say, Belgium popping up to enjoin us from criticizing moules frites seems unfair.|It isn't right for Belgium to stop us criticizing moules frites.|0
73732e|You have a peaceful village here and you have no need for men like me.|You have no need for men like me in a peaceful village.|0
63935e|you know what what do you advocate more taxes or better management of what they got|What would you fight for, more taxes or better management?|0
25059e|His face went white and his ears went red.|His face paled and his ears went red.|0
139075e|At worst, the jocks are hurting Bradley by failing to comprehend and refute misrepresentations of his agenda.|By not refuting misrepresentations of Bradley's agenda, the jocks are hurting him.|0
40345e|Once all European prices are quoted in euros, it will be obvious to consumers when a German company is charging more than its French competitor or vice versa--whereas it wouldn't be if the prices were quoted in francs and marks and had to be converted at the going exchange rate.|Once European prices are showed in euros, you can see German companies cost more than French.|0
40151e|They don't have the time.|They don't have any more time. |0
17921e|oh is that yours okay well and it's been nice talking to you|Glad we got to talk|0
123687e|The data-collection guidelines emphasize appropriateness of data-collection methods, evaluator training, and information sources.|The guidelines cover data-collection methods, as well as evaluator training, and information sources.|0
22126e|Republicans in Congress, by contrast, generally favored constructive engagement with China, while liberal and protectionist Democrats usually opposed it.|Liberal and protectionist Democrats in Congress generally opposed engagement with China, but the Republicans were mostly in favor of it.|0
63683e|I also watched a boy in Lucca try to run over pigeons with his bike.|A boy in Lucca tried to run over pigeons using his bike.|0
133463e|there are a lot of the kind of problems that we've fought for in other countries you know that they have corruption and and they don't have um i mean there's just very few really modern cities|We fought those problems in other countries.|0
18627e|The religion, in which Mahavira is seen as the manifestation of 24 Tirthankaras (teachers), attributes souls to all living creatures, as well as other natural objects.|The religion attributes souls to natural objects and living creatures. |0
144871e|Testers are as vain about finding bugs as I am about squashing them, hence the excessive pride of my tester who uncovered the year 4500 bug.|My tester was proud of uncovering the year 4500 bug.|0
27515e|yeah well i'm a i'm a Texas Ranger fan|I am a Texas Ranger fan.|0
23449e|which has a lot of members uh if you can get those types of groups|There are loads of people in those groups if you want to join.|0
121295e|And I �I, too, have an instinct. |I have instinct as well.|0
87531e|And when a man is familiar with the general routine of a place, he can guess a sight too much and too close just by watching the comings and goings.|You can become familiar with a man's routine if you just watch for a while.|0
71618e|A very few minutes sufficed.|It only took a few minutes.|0
38618e|And then, of course, there was the New York Times , that old mainstay of psychotic delusion--Nash thought aliens were sending him encrypted messages through its pages (come to think of it, that could explain the Times ' odd prose).|Some nutjob thought aliens were communicating with him via the New York Times.|0
22723e|what division y'all in|What division are you guys in?|0
35015e|The witch approached the demon, a black clay bowl in one hand and her wicked knife in the other.|The witch brought things to the demon.|0
55616e|In 1529 work started on a tower and royal apartments for James and his wife, Mary of Guise, which now constitute the western section and tower of the current palace.|The western section and tower used to be the residence of James and Mary.|0
135668e|Here was Kazin, 50 years older than I but still traveling happily toward New York, still talking about books and people with passion and devotion, and still holding out the promise of a New World.|Kazin was 50 years older, but hadn't changed a bit.|0
80303e| She came in for a one-point landing a couple of yards away.|Only a few yards away she came in for a one point landing.|0
102567e|In fact, on June 29th, he had been staying away, in Wales. |He was staying in Wales on June 29th.|0
96427e|There are no trees and no shrubs, just 15 stark rocks embellished with ancient moss, standing in clusters amid the perfectly rakia white gravel.|There is old moss on the 15 rocks.|0
123532e|Reese Topham tells me that he explained the local situation to you, and you appeared to understand it then.|Resse Topham told me that you know about the situation and you understand it.|0
95120e|He had said too much.|He spoke too many words.|0
137913e|'Sir, in that case...I want you to tell me all about your life.'|I want to learn more about your life.|0
119025e|that's true  good point|That is right, and that is a great point.|0
104983e|There's the money, too, she observed thoughtfully.|She carefully noticed the cash, too.|0
96342e|(The United States, Olson notes, has far laxer discovery rules than any other developed nation.)|The US has relaxed rules for discovery.|0
24398e|The following is a recommended selection of Las Vegas's best hotels in four price categories.|Here are some great places to stay in Las Vegas.|0
23571e|'I hear you've been enjoying yourself.'|I hear that you've had fun.|0
77380e|Instead of Wanda 's delicious anti-PC nastiness (flattened lapdogs, stuttering jokes) and bawdy high-spiritedness, Fierce piles on sight gags as crass commercialism runs amok in the zoo, says the USA Today's Susan Wloszczyna.|There are two different types of comedy being discussed.|0
41899e|The altar scared me.|The altar was frightening.|0
111663e|uh for kids to either either do military service or public service one of the two uh a lot of reasons for that not not just because i'm a i'm a hard ass or anything it's just that|I think kids should do either military or public service.|0
90523e|Again Tommy's fist shot out, and the driver sprawled on the pavement.|Tommy hit the driver with his fist and the driver fell down onto the pavement.|0
99440e|The Office of Information and Regulatory Affairs of OMB approved the final rule as complying with the requirements of the Order based on the information supplied by EPA, including a planned regulatory action document describing the reason for the rule and an assessment of the costs and budgetary impact of the rule.|The final rule was approved by the OMB's Office of Information and Regulatory Affairs.|0
131540e|Come on over an' let Doc take a look at that face of yours, Nye ordered.|Nye told him to get his face looked at.|0
79920e|The researchers are selected through peer review procedures.|The researchers are selected through peer review procedures.|0
42687e|Instead, as with abortion, the panelists praised the new techniques for solving the old questions.|New techniques solved the old questions.|0
111256e|Like the first, this was a rather cinematic moment, but it didn't work quite as well.|There was a cinematic moment like the first but it didn't work as well |0
55911e|Alexander Solzhenitsyn is in the cardiac intensive-care unit of a Moscow hospital.|Alexander Solzhenitsyn finds himself in a hospital in Moscow.|0
6152e|A handful of Jewish families still live in the Ghetto.|Not all of the families in the Ghetto are Christians.|0
18685e|Otherwise--Well, I guess I can do it on my own.|I suppose I can do it alone.|0
139203e|Soon to go on view in the archaeological park are reconstructed houses from various periods, including Canaanite dwellings built 5,000 years ago.|Canaanite houses are being reconstructed soon to be seen in the park.|0
133187e|Please sit down and be quiet, the masseuse, who Simon already named her Dobrava, said tersely.|The masseuse ordered Simon to be sit down and be quiet|0
32088e|South and west of modern Nara is an ancient area called Nishinokyo (meaning west of the capital ), where you will find three important temples.|Nishinokyo,an ancient site with three important temples, can be found south and west of modern Nara.|0
17798e|Listen, I really don't want to criticize.|Look, I don't feel like passing judgement.|0
50241e|The page for just one of these pesticides contained hundreds of pages of information about the rule (e.g.|One page can contain hundreds of pages of information.|0
31025e|That's not a problem for most of the shelter's indigent residents, who can access free legal aid locally from West Texas Legal Services.|Most of the shelter's residents can access aid from the West Texas Legal Services.|0
46488e|But he's entitled to have a public defender ...|He has the right to be represented by a public defender. |0
36257e|Paris is one of the world's most densely populated capitals.|In terms of population, Paris is one of the most dense capitals in the world.|0
112317e|well the one thing's for sure we can always discuss the weather how some ever we can't do very much to change it|We can always talk about the weather but we can't do a lot to change it.|0
67337e|Dave tried to crawl out, but something held him back.|Dave was held back.|0
127314e|If I want you, I'll come to you.|I'll come get you if I need you. |0
119586e|As we have reported, IRS recently initiated appropriate first steps to address these weaknesses via its initial modernization expenditure plan that represents the first step in a longterm, incremental modernization program.|We have reported something on the IRS.|0
41851e|The preamble to the final rule contains the Final Regulatory Flexibility Analysis conducted by the FDA.|The fda conducted the final regulatory flexibility analysis. |0
135395e|Well, I guess we better be going.|We should be moving on.|0
96725e|but that's the same thing you're saying about the little Mexican children that you feel sorry for them and you would swim the river twice but i|You expressed sympathy for the little Mexican children.|0
70828e|i'm not sure i have|I am not certain if I possess.|0
55452e|What's likely is a bitter battle between Perot and Ventura, conducted through proxies, their respective stand-ins for the Reform Party presidential nominee.|Perot and Ventura are likely to have a bitter battle.|0
55555e|okay Dee are you familiar with the Latin American policies of late|Dee, are you aware of the recent policies in Lain America?|0
142980e|These studies suggest that the short-term risk can double when the single-day effects are combined with the cumulative impact of exposures over multiple days to weeks prior to a mortality event.|There were studies done to investigate the short-term risks.|0
3321e|yeah your name is Lynn Linda okay|Lynn Linda is your name.|0
35912e|"So I come whippin' a mighty tired hoss outta Texas, an' I ain't plannin' on goin' back to any Fifth Military District!"""|He doesn't plan on going back to any Fifth Military District.|0
111165e|She was unable to chew gum while the braces were on, so now she is going cow wild, so to speak.|She couldn't chew gum with braces.|0
6992e|Capital combines with labor and total factor productivity to determine GDP in the next period, and the process continues.|Capital combines labor and total factor productivity to determine GDP|0
32295e|Newsweek psychologizes that his parents' suicides caused his clear longing for certainties, a need to be in control.|Newsweek discussed the impact on him of the suicide of his parents.|0
68541e|Restoring Social Security's long-term solvency will require some combination of increased revenues and reduced expenditures.|A combination of cutting costs and bring up revenues are going to be necessary to assure Social Security's long term financial wherewithal.|0
27646e|Case study means different things to different methodologists, who reach different conclusions about how to do case studies, how to report them, and their overall appro-priateness for answering a specific question.|Methodologists each have a different meaning for case studies.|0
51844e|Knott's Berry Farm, the nation's oldest theme park, started as a berry farm on 20 acres (8 hectares) of rented land along a dusty road in Buena Park, just west of Anaheim.|The country's longest-standing park is Knott's Berry Farm.|0
135991e|The mob, reportedly acting on Cohn's behalf, threatened Davis with violence to force him into a sham marriage with a fellow African-American.|Davis succumbed to the mob's violent threats.|0
90488e|The creature reminded him of a venomous snake.|He reminded me of a venomous snake.|0
86181e|Crete's main traditional musical instrument is the lyra, a U-shaped stringed instrument.|The lyra is a type of musical instrument with strings.|0
99592e|It was extremely unlikely that Albert would have any knowledge of it indeed, it would have been fatal for Tuppence's plans, since the badge in question was the device of a local training corps originated by the archdeacon in the early days of the war.|Chances were, Albert didn't know anything about it.|0
87222e|only scratches the surface of this issue by focusing on the murky areas of politics, raw power, and corruption.|Politics, power, and corruption are only some of the symptoms of the issue.|0
134561e|She hardly needs to mention it--the media bring it up anyway--but she invokes it subtly, alluding (as she did on two Sunday talk shows) to women who drive their daughters halfway across the state to shake my hand, a woman they dare to believe in.|Women drive their daughters from halfway across the state to shake her hand.|0
67924e|But something else is bothering Reese.|Reese is bothered by a different thing.|0
98557e|The SBA has confirmed that some agencies follow this practice without objection from the SBA.|The SBA has shown some agencies follow this.|0
14418e|yeah so you know i think houses uh i think they hold up pretty well if you've got a if you have a good builder|I think houses hold up well if you have a good builder. |0
53910e|A fertile island of vines, olive groves, and pine forest, that lies just 3 km (2 miles) from the Turkish coast, Samos has taken a back seat in Aegean history since its golden age in the fifth century b.c.|Despite being a fertile island of vines and olive groves Samos has not had an important role in Aegean history since its golden age in the fifth century b.c.|0
95422e|There's plenty of reason to be out on a July night, instead of sitting in the basement.|There are lots of reasons to go out on a July night.|0
72738e|And we are all Osminists now.|We are all Osminists now.|0
